buildings,production_method_groups,production_methods,type,required_construction,ammunition,small_arms,artillery,tanks,aeroplanes,manowars,ironclads,grain,fish,fabric,wood,groceries,clothes,furniture,paper,services,transportation,electricity,merchant_marine,clippers,steamers,silk,dye,sulfur,coal,iron,lead,hardwood,rubber,oil,engines,steel,glass,fertilizer,tools,explosives,porcelain,meat,fruit,liquor,wine,tea,coffee,sugar,tobacco,opium,automobiles,telephones,radios,luxury_clothes,luxury_furniture,gold,fine_art,elgar_music,manzoni_prints,elgar_instruments,good_uranium,bauxite,alloys,copper,commonores,advancedores,rare_earths,aluminium,plastics,light_fuel,lubricant,heavy_fuel,copperwires,batteries,electroniccomponents,processors,homeappliances,televisions,computer,robotics,water,pharmaceuticals,gas,civil_planes,space_assets,raw_data,organized_data,business_data,telecommunications,softwares,interactive_entertainment,cosmetics,on_demand_goods,ai_systems,androids,global_electricity
building_fishing_wharf,pmg_refrigeration_building_fishing_wharf,pm_flash_freezing_building_fishing_wharf,automation,construction_cost_low,,,,,,,,,,,,,,,,,-7,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_fishing_wharf,pmg_data_optimization_primary_sector,pm_manual_data_reporting_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_fishing_wharf,pmg_data_optimization_primary_sector,pm_manual_data_optimization_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,
building_fishing_wharf,pmg_data_optimization_primary_sector,pm_digital_data_optimization_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-3,,,,,,,,
building_fishing_wharf,pmg_data_optimization_primary_sector,pm_digital_data_on_premises_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,-3,,-1,,,,,,
building_fishing_wharf,pmg_data_optimization_primary_sector,pm_internet_data_reporting_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,-4,-1,-3,,,,,,
building_food_industry,pmg_base_building_food_industry,pm_bakery,base,construction_cost_high,,,,,,,,-40,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_food_industry,pmg_base_building_food_industry,pm_sweeteners,base,construction_cost_high,,,,,,,,-40,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_food_industry,pmg_base_building_food_industry,pm_baking_powder,base,construction_cost_high,,,,,,,,-80,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_food_industry,pmg_base_building_food_industry,pm_ultraprocessed_snacks,base,construction_cost_high,,,,,,,,-100,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_food_industry,pmg_canning,pm_disabled_canning,base,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_food_industry,pmg_canning,pm_cannery,base,construction_cost_high,,,,,,,,20,,,,30,,,,,,,,,,,,,,-10,,,,,,,,,,,,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_food_industry,pmg_canning,pm_cannery_fish,base,construction_cost_high,,,,,,,,20,-30,,,30,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_food_industry,pmg_canning,pm_vacuum_canning,base,construction_cost_high,,,,,,,,30,-30,,,60,,,,,,,,,,,,,,-10,,,,-5,,,,,,,,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_food_industry,pmg_canning,pm_vacuum_canning_principle_3,base,construction_cost_high,,,,,,,,30,-30,,,70,,,,,,,,,,,,,,-10,,,,-5,,,,,,,,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_food_industry,pmg_canning,pm_insulated_packaging,base,construction_cost_high,,,,,,,,30,-25,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,-25,,,,,,,,,,,,,,,,,,,,,,,,,,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_food_industry,pmg_distillery,pm_disabled_distillery,refining,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_food_industry,pmg_distillery,pm_pot_stills,refining,construction_cost_high,,,,,,,,,,,,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_food_industry,pmg_distillery,pm_patent_stills,refining,construction_cost_high,,,,,,,,,,,,-40,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,100,,,,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_food_industry,pmg_distillery,pm_beverages_cola,refining,construction_cost_high,,,,,,,,,,,,-60,,,,,,,,,,,,,,,,,,,,,-15,,,,,,-10,80,20,20,20,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,
building_food_industry,pmg_automation_building_food_industry,pm_manual_dough_processing,automation,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_food_industry,pmg_automation_building_food_industry,pm_automated_bakery,automation,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_food_industry,pmg_automation_building_food_industry,pm_gas_fired_ovens,automation,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,-3,,,,,,,,,,,,,
building_food_industry,pmg_delivery_building_food_industry,pm_delivering_disabled,automation,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_food_industry,pmg_delivery_building_food_industry,pm_delivering_bakery,automation,construction_cost_high,,,,,,,,,,,,,,,,,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_food_industry,pmg_delivery_building_food_industry,pm_delivering_on_demand_bakery,automation,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,,,
building_food_industry,pmg_data_optimization_light_industry,pm_manual_data_reporting_light_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
building_food_industry,pmg_data_optimization_light_industry,pm_manual_data_optimization_light_industry,other,construction_cost_high,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,
building_food_industry,pmg_data_optimization_light_industry,pm_digital_data_optimization_light_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-3,,,,,,,,
building_food_industry,pmg_data_optimization_light_industry,pm_digital_data_on_premises_light_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,-3,,-1,,,,,,
building_food_industry,pmg_data_optimization_light_industry,pm_internet_data_reporting_light_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,-4,-2,-3,,,,,,
building_food_industry,pmg_data_optimization_light_industry,pm_internet_data_optimization_light_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,12,,-6,-5,-4,,,,,,
building_forbidden_city,pmg_base_building_forbidden_city,pm_default_building_forbidden_city,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_forbidden_city,pmg_base_building_forbidden_city,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_forbidden_city,pmg_base_building_forbidden_city,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_furniture_manufactory,pmg_luxury_building_furniture_manufactory,pm_no_luxuries,refining,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_furniture_manufactory,pmg_luxury_building_furniture_manufactory,pm_luxury_furniture,refining,construction_cost_high,,,,,,,,,,,15,,,-25,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_furniture_manufactory,pmg_luxury_building_furniture_manufactory,pm_precision_tools,refining,construction_cost_high,,,,,,,,,,,25,,,-55,,,,,,,,,,,,,,-25,,,,,,,-5,,,,,,,,,,,,,,,,60,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_furniture_manufactory,pmg_luxury_building_furniture_manufactory,pm_designers_furniture_collections,refining,construction_cost_high,,,,,,,,,,,25,,,-60,,,,,,,,,,,,,,-25,,,,,,,-5,,,,,,,,,,,,,,,,65,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_furniture_manufactory,pmg_automation_building_furniture_manufactory,pm_automation_disabled,automation,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_furniture_manufactory,pmg_automation_building_furniture_manufactory,pm_watertube_boiler_building_furniture_manufactory,automation,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_furniture_manufactory,pmg_automation_building_furniture_manufactory,pm_rotary_valve_engine_building_furniture_manufactory,automation,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_furniture_manufactory,pmg_automation_building_furniture_manufactory,pm_assembly_lines_building_furniture_manufactory,automation,construction_cost_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,
building_furniture_manufactory,pmg_automation_building_furniture_manufactory,pm_robotic_building_furniture_manufactory,automation,construction_cost_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,-1,,,,-3,,,,,,,,,,,,,,,,
building_furniture_manufactory,pmg_data_optimization_heavy_industry,pm_manual_data_reporting_heavy_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
building_furniture_manufactory,pmg_data_optimization_heavy_industry,pm_manual_data_optimization_heavy_industry,other,construction_cost_high,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,
building_furniture_manufactory,pmg_data_optimization_heavy_industry,pm_digital_data_optimization_heavy_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-3,,,,,,,,
building_furniture_manufactory,pmg_data_optimization_heavy_industry,pm_digital_data_on_premises_heavy_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,-3,,-1,,,,,,
building_furniture_manufactory,pmg_data_optimization_heavy_industry,pm_internet_data_reporting_heavy_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,-4,-2,-3,,,,,,
building_furniture_manufactory,pmg_data_optimization_heavy_industry,pm_internet_data_optimization_heavy_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,16,,-6,-5,-4,,,,,,
building_geothermal_power_plant,pmg_geothermal_reactor,pm_geothermal_turbine,base,construction_cost_monument,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,-10,-10,,,,,,-20,,,,,,,,,,,,,,,
building_geothermal_power_plant,pmg_automation_building_geothermal_power_plant,pm_automation_disabled,automation,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_geothermal_power_plant,pmg_automation_building_geothermal_power_plant,pm_automation_closed_loop_system,automation,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,-5,,,,,,-5,,,,,,,,,,,,,,,,,,,,,
building_giza_necropolis,pmg_dummy,pm_dummy,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_glassworks,pmg_base_building_glassworks,pm_forest_glass,base,construction_cost_high,,,,,,,,,,,-30,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_glassworks,pmg_base_building_glassworks,pm_leaded_glass,base,construction_cost_high,,,,,,,,,,,-20,,,,,,,,,,,,,,,,-10,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_glassworks,pmg_base_building_glassworks,pm_crystal_glass,base,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,-35,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_glassworks,pmg_base_building_glassworks,pm_houseware_plastics,base,construction_cost_high,,,,,,,,,,,,,,,,,,-10,,,,,,,,,-30,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_glassworks,pmg_base_building_glassworks,pm_aluminium_inox_houseware,base,construction_cost_high,,,,,,,,,,,,,,,,,,-10,,,,,,,,,-10,,,,,-10,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_glassworks,pmg_base_building_glassworks,pm_moplen_houseware,base,construction_cost_high,,,,,,,,,,,,,,,,,,-10,,,,,,,,,-10,,,,,-10,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_glassworks,pmg_luxury_building_glassworks,pm_disabled_ceramics,refining,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_glassworks,pmg_luxury_building_glassworks,pm_ceramics,refining,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,-10,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_glassworks,pmg_luxury_building_glassworks,pm_bone_china,refining,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,-20,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_glassworks,pmg_luxury_building_glassworks,pm_quartz_glass,refining,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,-30,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_glassworks,pmg_luxury_building_glassworks,pm_curie_uranium_glass,refining,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,-50,,,,70,,,,,,,,,,,,,,,,,,,,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_glassworks,pmg_glassblowing,pm_manual_glassblowing,automation,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_glassworks,pmg_glassblowing,pm_automatic_bottle_blowers,automation,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,-2,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_glassworks,pmg_glassblowing,pm_advanced_automatic_bottle_blowers,automation,construction_cost_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,-2,,,-5,,,,,,,,,,,,,
building_glassworks,pmg_data_optimization_light_industry,pm_manual_data_reporting_light_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
building_glassworks,pmg_data_optimization_light_industry,pm_manual_data_optimization_light_industry,other,construction_cost_high,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,
building_glassworks,pmg_data_optimization_light_industry,pm_digital_data_optimization_light_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-3,,,,,,,,
building_glassworks,pmg_data_optimization_light_industry,pm_digital_data_on_premises_light_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,-3,,-1,,,,,,
building_glassworks,pmg_data_optimization_light_industry,pm_internet_data_reporting_light_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,-4,-2,-3,,,,,,
building_glassworks,pmg_data_optimization_light_industry,pm_internet_data_optimization_light_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,12,,-6,-5,-4,,,,,,
building_gold_field,pmg_base_building_gold_field,default_building_gold_field,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_gold_mine,pmg_mining_equipment_building_gold_mine,pm_picks_and_shovels_building_gold_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_gold_mine,pmg_mining_equipment_building_gold_mine,pm_atmospheric_engine_pump_building_gold_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,-10,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_gold_mine,pmg_mining_equipment_building_gold_mine,pm_condensing_engine_pump_building_gold_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,-15,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_gold_mine,pmg_mining_equipment_building_gold_mine,pm_diesel_pump_building_gold_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,
building_gold_mine,pmg_explosives_building_gold_mine,pm_no_explosives,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_gold_mine,pmg_explosives_building_gold_mine,pm_nitroglycerin_building_gold_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_gold_mine,pmg_explosives_building_gold_mine,pm_dynamite_building_gold_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_gold_mine,pmg_steam_automation_building_gold_mine,pm_no_steam_automation,automation,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_gold_mine,pmg_steam_automation_building_gold_mine,pm_steam_donkey_mine,automation,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_gold_mine,pmg_train_automation_building_gold_mine,pm_road_carts,automation,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_gold_mine,pmg_train_automation_building_gold_mine,pm_rail_transport_mine,automation,construction_cost_medium,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_gold_mine,pmg_train_automation_building_gold_mine,pm_multiway_transport_mine,automation,construction_cost_medium,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_government_administration,pmg_base_building_government_administration,pm_simple_organization,base,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,base,construction_cost_very_low,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_government_administration,pmg_base_building_government_administration,pm_vertical_filing_cabinets,base,construction_cost_very_low,,,,,,,,,,,,,,,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_government_administration,pmg_base_building_government_administration,pm_switch_boards,base,construction_cost_very_low,,,,,,,,,,,,,,,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_government_administration,pmg_base_building_government_administration,pm_local_computer_networks,base,construction_cost_very_low,,,,,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,5,,-4,-2,,,,,,
building_government_administration,pmg_base_building_government_administration,pm_rudimental_data_networks,base,construction_cost_very_low,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,10,,-8,-5,,,,,,
building_government_administration,pmg_base_building_government_administration,pm_advanced_data_networks,base,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,25,,,-12,-8,,,,,,
